source_event_id,event_name,event_date_iso,event_url,source_matchup_id,fighter_1_name,fighter_2_name,fighter_1_url,fighter_2_url,pair_key,reason,candidate_count
road-to-ufc-3734,Road to UFC,2025-05-22,https://www.bestfightodds.com/events/road-to-ufc-3734,38783,Eoh Jin Park,Keiichiro Nakamura,/fighters/eoh-jin-park-19440,/fighters/keiichiro-nakamura-19441,"('eoh jin park', 'keiichiro nakamura')",unmatched,0
road-to-ufc-3734,Road to UFC,2025-05-22,https://www.bestfightodds.com/events/road-to-ufc-3734,38782,Namsrai Batbayar,Wataru Yamauchi,/fighters/namsrai-batbayar-19438,/fighters/wataru-yamauchi-19439,"('namsrai batbayar', 'wataru yamauchi')",unmatched,0
road-to-ufc-3734,Road to UFC,2025-05-22,https://www.bestfightodds.com/events/road-to-ufc-3734,38781,Arisa Matsuda,Xiaocan Feng,/fighters/arisa-matsuda-19437,/fighters/xiaocan-feng-17665,"('arisa matsuda', 'xiaocan feng')",unmatched,0
road-to-ufc-3735,Road to UFC,2025-05-23,https://www.bestfightodds.com/events/road-to-ufc-3735,38797,Bin Xie,Kangjie Zhu,/fighters/bin-xie-12716,/fighters/kangjie-zhu-17657,"('bin xie', 'kangjie zhu')",unmatched,0
road-to-ufc-3735,Road to UFC,2025-05-23,https://www.bestfightodds.com/events/road-to-ufc-3735,38799,Dom Mar Fan,Yuji Yannick Ephoeviga,/fighters/dom-mar-fan-19458,/fighters/yuji-yannick-ephoeviga-19459,"('dom mar fan', 'yuji yannick ephoeviga')",unmatched,0
road-to-ufc-3735,Road to UFC,2025-05-23,https://www.bestfightodds.com/events/road-to-ufc-3735,38796,Lawrence Lui,Qinghe Zhang,/fighters/lawrence-lui-19456,/fighters/qinghe-zhang-18159,"('lawrence lui', 'qinghe zhang')",unmatched,0
road-to-ufc-3735,Road to UFC,2025-05-23,https://www.bestfightodds.com/events/road-to-ufc-3735,38798,Daichi Kamiya,Sang Uk Kim,/fighters/daichi-kamiya-19457,/fighters/sang-uk-kim-15876,"('daichi kamiya', 'sang uk kim')",unmatched,0
road-to-ufc-3735,Road to UFC,2025-05-23,https://www.bestfightodds.com/events/road-to-ufc-3735,38791,Rui Imura,Van Y Nghiem,/fighters/rui-imura-19449,/fighters/van-y-nghiem-19450,"('rui imura', 'van y nghiem')",unmatched,0
road-to-ufc-3735,Road to UFC,2025-05-23,https://www.bestfightodds.com/events/road-to-ufc-3735,38794,Peter Danesoe,Sulangrangbo,/fighters/peter-danesoe-15874,/fighters/sulangrangbo-19454,"('peter danesoe', 'sulangrangbo')",unmatched,0
road-to-ufc-3735,Road to UFC,2025-05-23,https://www.bestfightodds.com/events/road-to-ufc-3735,38792,Deni Daffa,Yawei Ren,/fighters/deni-daffa-19451,/fighters/yawei-ren-19452,"('deni daffa', 'yawei ren')",unmatched,0
road-to-ufc-3735,Road to UFC,2025-05-23,https://www.bestfightodds.com/events/road-to-ufc-3735,38800,Kuya Ito,Sim Kai Xiong,/fighters/kuya-ito-11227,/fighters/sim-kai-xiong-13735,"('kuya ito', 'sim kai xiong')",unmatched,0
road-to-ufc-3735,Road to UFC,2025-05-23,https://www.bestfightodds.com/events/road-to-ufc-3735,38793,Jack Becker,Jae Hyun Park,/fighters/jack-becker-19453,/fighters/jae-hyun-park-16404,"('jack becker', 'jae hyun park')",unmatched,0
road-to-ufc-3735,Road to UFC,2025-05-23,https://www.bestfightodds.com/events/road-to-ufc-3735,38795,Kitt Campbell,Shogo Sato,/fighters/kitt-campbell-8032,/fighters/shogo-sato-19455,"('kitt campbell', 'shogo sato')",unmatched,0
ufc-3741,UFC,2025-06-01,https://www.bestfightodds.com/events/ufc-3741,38714,Erin Blanchfield,Maycee Barber,/fighters/erin-blanchfield-8336,/fighters/maycee-barber-7240,"('erin blanchfield', 'maycee barber')",unmatched,0
ufc-316-3702,UFC 316,2025-06-07,https://www.bestfightodds.com/events/ufc-316-3702,38627,Ariane Lipski,Cong Wang,/fighters/ariane-lipski-6053,/fighters/cong-wang-16644,"('ariane lipski', 'cong wang')",unmatched,0
ufc-fight-night-3716,UFC Fight Night,2025-06-15,https://www.bestfightodds.com/events/ufc-fight-night-3716,38623,Cody Brundage,Mansur Abdul-Malik,/fighters/cody-brundage-10168,/fighters/mansur-abdul-malik-12720,"('cody brundage', 'mansur abdul malik')",unmatched,0
ufc-fight-night-3716,UFC Fight Night,2025-06-15,https://www.bestfightodds.com/events/ufc-fight-night-3716,38916,Paul Craig,Rodolfo Bellato,/fighters/paul-craig-6791,/fighters/rodolfo-bellato-11728,"('paul craig', 'rodolfo bellato')",unmatched,0
ufc-fight-night-3748,UFC Fight Night,2025-07-12,https://www.bestfightodds.com/events/ufc-fight-night-3748,38911,Ateba Gautier,Robert Valentin,/fighters/ateba-gautier-18421,/fighters/robert-valentin-13471,"('ateba gautier', 'robert valentin')",unmatched,0
ufc-3706,UFC,2025-07-20,https://www.bestfightodds.com/events/ufc-3706,38773,Gunnar Nelson,Neil Magny,/fighters/gunnar-nelson-3160,/fighters/neil-magny-3807,"('gunnar nelson', 'neil magny')",unmatched,0
ufc-3724,UFC,2025-07-26,https://www.bestfightodds.com/events/ufc-3724,39216,Carlos Leal Miranda,Muslim Salikhov,/fighters/carlos-leal-miranda-7744,/fighters/muslim-salikhov-7701,"('carlos leal miranda', 'muslim salikhov')",unmatched,0
ufc-fight-night-albazi-vs-taira-odds-3777,UFC Fight Night: Albazi vs Taira Odds,2025-08-02,https://www.bestfightodds.com/events/ufc-fight-night-albazi-vs-taira-odds-3777,39399,Amir Albazi,Tatsuro Taira,/fighters/amir-albazi-7189,/fighters/tatsuro-taira-13311,"('amir albazi', 'tatsuro taira')",unmatched,0
road-to-ufc-3819,Road to UFC,2025-08-22,https://www.bestfightodds.com/events/road-to-ufc-3819,39546,Sang Uk Kim,Yawei Ren,/fighters/sang-uk-kim-15876,/fighters/yawei-ren-19452,"('sang uk kim', 'yawei ren')",unmatched,0
road-to-ufc-3819,Road to UFC,2025-08-22,https://www.bestfightodds.com/events/road-to-ufc-3819,39548,Kaiwen Li,Keiichiro Nakamura,/fighters/kaiwen-li-15871,/fighters/keiichiro-nakamura-19441,"('kaiwen li', 'keiichiro nakamura')",unmatched,0
road-to-ufc-3819,Road to UFC,2025-08-22,https://www.bestfightodds.com/events/road-to-ufc-3819,39551,Sim Kai Xiong,Sulangrangbo,/fighters/sim-kai-xiong-13735,/fighters/sulangrangbo-19454,"('sim kai xiong', 'sulangrangbo')",unmatched,0
road-to-ufc-3819,Road to UFC,2025-08-22,https://www.bestfightodds.com/events/road-to-ufc-3819,39552,Dom Mar Fan,Jae Hyun Park,/fighters/dom-mar-fan-19458,/fighters/jae-hyun-park-16404,"('dom mar fan', 'jae hyun park')",unmatched,0
road-to-ufc-3819,Road to UFC,2025-08-22,https://www.bestfightodds.com/events/road-to-ufc-3819,39544,Agulali,Namsrai Batbayar,/fighters/agulali-19444,/fighters/namsrai-batbayar-19438,"('agulali', 'namsrai batbayar')",unmatched,0
road-to-ufc-3819,Road to UFC,2025-08-22,https://www.bestfightodds.com/events/road-to-ufc-3819,39550,Chang Min Yoon,Sebastian Szalay,/fighters/chang-min-yoon-8964,/fighters/sebastian-szalay-19442,"('chang min yoon', 'sebastian szalay')",unmatched,0
road-to-ufc-3819,Road to UFC,2025-08-22,https://www.bestfightodds.com/events/road-to-ufc-3819,39549,Lawrence Lui,Van Y Nghiem,/fighters/lawrence-lui-19456,/fighters/van-y-nghiem-19450,"('lawrence lui', 'van y nghiem')",unmatched,0
road-to-ufc-3819,Road to UFC,2025-08-22,https://www.bestfightodds.com/events/road-to-ufc-3819,39547,Aaron Tau,Shuai Yin,/fighters/aaron-tau-18404,/fighters/shuai-yin-17654,"('aaron tau', 'shuai yin')",unmatched,0
road-to-ufc-3819,Road to UFC,2025-08-22,https://www.bestfightodds.com/events/road-to-ufc-3819,39545,Kitt Campbell,Yoon Sung Jang,/fighters/kitt-campbell-8032,/fighters/yoon-sung-jang-13728,"('kitt campbell', 'yoon sung jang')",unmatched,0
ufc-3818,UFC,2025-08-22,https://www.bestfightodds.com/events/ufc-3818,39542,Bruna Brasil,Ming Shi,/fighters/bruna-brasil-13778,/fighters/ming-shi-17668,"('bruna brasil', 'ming shi')",unmatched,0
ufc-3818,UFC,2025-08-22,https://www.bestfightodds.com/events/ufc-3818,39583,Ren Yawei,Sangwook Kim,/fighters/ren-yawei-19750,/fighters/sangwook-kim-19751,"('ren yawei', 'sangwook kim')",unmatched,0
ufc-3812,UFC,2025-08-23,https://www.bestfightodds.com/events/ufc-3812,39510,Kevin Borjas,Sumudaerji Sumudaerji,/fighters/kevin-borjas-9841,/fighters/sumudaerji-sumudaerji-8746,"('kevin borjas', 'sumudaerji sumudaerji')",unmatched,0
ufc-3812,UFC,2025-08-23,https://www.bestfightodds.com/events/ufc-3812,39530,Long Xiao,Su Young You,/fighters/long-xiao-12717,/fighters/su-young-you-17656,"('long xiao', 'su young you')",unmatched,0
ufc-fight-night-3775,UFC Fight Night,2025-09-06,https://www.bestfightodds.com/events/ufc-fight-night-3775,39557,Fares Ziam,Kaue Fernandes,/fighters/fares-ziam-9451,/fighters/kaue-fernandes-11734,"('fares ziam', 'kaue fernandes')",unmatched,0
ufc-fight-night-3794,UFC Fight Night,2025-09-13,https://www.bestfightodds.com/events/ufc-fight-night-3794,39687,David Martinez,Quang Le,/fighters/david-martinez-16826,/fighters/quang-le-12547,"('david martinez', 'quang le')",unmatched,0
ufc-fight-night-3794,UFC Fight Night,2025-09-13,https://www.bestfightodds.com/events/ufc-fight-night-3794,39371,Sedriques Dumas,Zachary Reese,/fighters/sedriques-dumas-12309,/fighters/zachary-reese-14747,"('sedriques dumas', 'zachary reese')",unmatched,0
ufc-fight-night-3840,UFC Fight Night,2025-09-27,https://www.bestfightodds.com/events/ufc-fight-night-3840,39714,Ibo Aslan,Junior Tafa,/fighters/ibo-aslan-16319,/fighters/junior-tafa-14832,"('ibo aslan', 'jr tafa')",unmatched,0
ufc-fight-night-3846,UFC Fight Night,2025-09-28,https://www.bestfightodds.com/events/ufc-fight-night-3846,39722,Jonathan Micallef,Oban Elliott,/fighters/jonathan-micallef-18608,/fighters/oban-elliott-9107,"('jonathan micallef', 'oban elliott')",unmatched,0
ufc-bjj-3-3874,UFC BJJ 3,2025-10-03,https://www.bestfightodds.com/events/ufc-bjj-3-3874,40035,Keven Carrasco,Mikey Musumeci,/fighters/keven-carrasco-20003,/fighters/mikey-musumeci-11707,"('keven carrasco', 'mikey musumeci')",unmatched,0
ufc-bjj-3-3874,UFC BJJ 3,2025-10-03,https://www.bestfightodds.com/events/ufc-bjj-3-3874,40036,Carlos Henrique,Matheus Gabriel,/fighters/carlos-henrique-20004,/fighters/matheus-gabriel-20005,"('carlos henrique', 'matheus gabriel')",unmatched,0
ufc-bjj-3-3874,UFC BJJ 3,2025-10-03,https://www.bestfightodds.com/events/ufc-bjj-3-3874,40037,Kennedy Maciel,Samuel Nagai,/fighters/kennedy-maciel-14436,/fighters/samuel-nagai-20006,"('kennedy maciel', 'samuel nagai')",unmatched,0
ufc-bjj-3-3874,UFC BJJ 3,2025-10-03,https://www.bestfightodds.com/events/ufc-bjj-3-3874,40038,Alexandria Enriquez,Cassia Moura,/fighters/alexandria-enriquez-20007,/fighters/cassia-moura-20008,"('alexandria enriquez', 'cassia moura')",unmatched,0
ufc-bjj-3-3874,UFC BJJ 3,2025-10-03,https://www.bestfightodds.com/events/ufc-bjj-3-3874,40039,Gustavo Batista,Jansen Gomes,/fighters/gustavo-batista-12837,/fighters/jansen-gomes-20009,"('gustavo batista', 'jansen gomes')",unmatched,0
ufc-bjj-3-3874,UFC BJJ 3,2025-10-03,https://www.bestfightodds.com/events/ufc-bjj-3-3874,40040,Andy Murasaki,Kris Olivo,/fighters/andy-murasaki-20010,/fighters/kris-olivo-20011,"('andy murasaki', 'kris olivo')",unmatched,0
ufc-bjj-3-3874,UFC BJJ 3,2025-10-03,https://www.bestfightodds.com/events/ufc-bjj-3-3874,40041,Andy Varela,Daniel Sathler,/fighters/andy-varela-13037,/fighters/daniel-sathler-20012,"('andy varela', 'daniel sathler')",unmatched,0
ufc-bjj-3-3874,UFC BJJ 3,2025-10-03,https://www.bestfightodds.com/events/ufc-bjj-3-3874,40042,Ana Mayordomo,Shye Lilly,/fighters/ana-mayordomo-20013,/fighters/shye-lilly-20014,"('ana mayordomo', 'shye lilly')",unmatched,0
ufc-bjj-3-3874,UFC BJJ 3,2025-10-03,https://www.bestfightodds.com/events/ufc-bjj-3-3874,40043,Michael Jalen Fonacier,Pedro Nakano,/fighters/michael-jalen-fonacier-20015,/fighters/pedro-nakano-20016,"('michael jalen fonacier', 'pedro nakano')",unmatched,0
ufc-320-odds-3779,UFC 320 Odds,2025-10-05,https://www.bestfightodds.com/events/ufc-320-odds-3779,39834,Ateba Gautier,Ozzy Diaz,/fighters/ateba-gautier-18421,/fighters/ozzy-diaz-10407,"('ateba gautier', 'ozzy diaz')",unmatched,0
ufc-fight-night-3822,UFC Fight Night,2025-10-18,https://www.bestfightodds.com/events/ufc-fight-night-3822,40190,Cody Gibson,Qileng Aori,/fighters/cody-gibson-1915,/fighters/qileng-aori-10837,"('cody gibson', 'qileng aori')",unmatched,0
ufc-321-odds-3780,UFC 321 Odds,2025-10-25,https://www.bestfightodds.com/events/ufc-321-odds-3780,39233,Ciryl Gane,Tom Aspinall,/fighters/ciryl-gane-9273,/fighters/tom-aspinall-8930,"('ciryl gane', 'tom aspinall')",unmatched,0
ufc-vegas-111-3918,UFC Vegas 111,2025-11-08,https://www.bestfightodds.com/events/ufc-vegas-111-3918,40397,Denise Gomes,Tecia Torres,/fighters/denise-gomes-13433,/fighters/tecia-torres-3557,"('denise gomes', 'tecia torres')",unmatched,0
ufc-vegas-111-3917,UFC Vegas 111,2025-11-09,https://www.bestfightodds.com/events/ufc-vegas-111-3917,40383,Gabriel Bonfim,Randy Brown,/fighters/gabriel-bonfim-11752,/fighters/randy-brown-6139,"('gabriel bonfim', 'randy brown')",unmatched,0
ufc-vegas-111-3917,UFC Vegas 111,2025-11-09,https://www.bestfightodds.com/events/ufc-vegas-111-3917,40384,Joseph Morales,Matt Schnell,/fighters/joseph-morales-5383,/fighters/matt-schnell-3492,"('joseph morales', 'matt schnell')",unmatched,0
ufc-vegas-111-3917,UFC Vegas 111,2025-11-09,https://www.bestfightodds.com/events/ufc-vegas-111-3917,40392,Muslim Salikhov,Uros Medic,/fighters/muslim-salikhov-7701,/fighters/uros-medic-10229,"('muslim salikhov', 'uros medic')",unmatched,0
ufc-vegas-111-3917,UFC Vegas 111,2025-11-09,https://www.bestfightodds.com/events/ufc-vegas-111-3917,40393,Chris Padilla,Ismael Bonfim,/fighters/chris-padilla-6093,/fighters/ismael-bonfim-11723,"('chris padilla', 'ismael bonfim')",unmatched,0
ufc-vegas-111-3917,UFC Vegas 111,2025-11-09,https://www.bestfightodds.com/events/ufc-vegas-111-3917,40388,Christian Leroy Duncan,Marco Tulio,/fighters/christian-leroy-duncan-12577,/fighters/marco-tulio-18271,"('christian leroy duncan', 'marco tulio')",unmatched,0
ufc-3895,UFC,2025-12-07,https://www.bestfightodds.com/events/ufc-3895,40720,Bogdan Guskov,Jan Blachowicz,/fighters/bogdan-guskov-16384,/fighters/jan-blachowicz-2371,"('bogdan guskov', 'jan blachowicz')",unmatched,0
ufc-bjj-4-3989,UFC BJJ 4,2025-12-12,https://www.bestfightodds.com/events/ufc-bjj-4-3989,41078,Andrew Tackett,Elijah Dorsey,/fighters/andrew-tackett-20657,/fighters/elijah-dorsey-20658,"('andrew tackett', 'elijah dorsey')",unmatched,0
ufc-bjj-4-3989,UFC BJJ 4,2025-12-12,https://www.bestfightodds.com/events/ufc-bjj-4-3989,41079,Ronaldo Junior,William Tackett,/fighters/ronaldo-junior-20659,/fighters/william-tackett-14449,"('ronaldo jr', 'william tackett')",unmatched,0
ufc-bjj-4-3989,UFC BJJ 4,2025-12-12,https://www.bestfightodds.com/events/ufc-bjj-4-3989,41080,Aurelie Le Vern,Raquel Canuto,/fighters/aurelie-le-vern-20660,/fighters/raquel-canuto-10233,"('aurelie le vern', 'raquel canuto')",unmatched,0
ufc-bjj-4-3989,UFC BJJ 4,2025-12-12,https://www.bestfightodds.com/events/ufc-bjj-4-3989,41081,Amanda Alequin,Mayssa Bastos,/fighters/amanda-alequin-16151,/fighters/mayssa-bastos-14423,"('amanda alequin', 'mayssa bastos')",unmatched,0
ufc-bjj-4-3989,UFC BJJ 4,2025-12-12,https://www.bestfightodds.com/events/ufc-bjj-4-3989,41082,Alan Sanchez,Renato Canuto,/fighters/alan-sanchez-20661,/fighters/renato-canuto-12835,"('alan sanchez', 'renato canuto')",unmatched,0
ufc-bjj-4-3989,UFC BJJ 4,2025-12-12,https://www.bestfightodds.com/events/ufc-bjj-4-3989,41083,Dorian Olivarez,Samuel Nagai,/fighters/dorian-olivarez-20662,/fighters/samuel-nagai-20006,"('dorian olivarez', 'samuel nagai')",unmatched,0
ufc-bjj-4-3989,UFC BJJ 4,2025-12-12,https://www.bestfightodds.com/events/ufc-bjj-4-3989,41084,Andy Varela,Robby Malof,/fighters/andy-varela-13037,/fighters/robby-malof-20663,"('andy varela', 'robby malof')",unmatched,0
ufc-bjj-4-3989,UFC BJJ 4,2025-12-12,https://www.bestfightodds.com/events/ufc-bjj-4-3989,41085,Bella Mir,Rana Willink,/fighters/bella-mir-20577,/fighters/rana-willink-20664,"('bella mir', 'rana willink')",unmatched,0
ufc-bjj-4-3989,UFC BJJ 4,2025-12-12,https://www.bestfightodds.com/events/ufc-bjj-4-3989,41086,Landon Elmore,Nate Hernandez,/fighters/landon-elmore-20665,/fighters/nate-hernandez-20666,"('landon elmore', 'nate hernandez')",unmatched,0
ufc-bjj-4-3989,UFC BJJ 4,2025-12-12,https://www.bestfightodds.com/events/ufc-bjj-4-3989,41087,Jussier Formiga,Lucas Pinheiro,/fighters/jussier-formiga-4673,/fighters/lucas-pinheiro-20667,"('jussier formiga', 'lucas pinheiro')",unmatched,0
ufc-vegas-112-3987,UFC Vegas 112,2025-12-14,https://www.bestfightodds.com/events/ufc-vegas-112-3987,41053,Kennedy Nzechukwu,Marcus Buchecha,/fighters/kennedy-nzechukwu-7454,/fighters/marcus-buchecha-14323,"('kennedy nzechukwu', 'marcus buchecha')",unmatched,0
ufc-vegas-112-3987,UFC Vegas 112,2025-12-14,https://www.bestfightodds.com/events/ufc-vegas-112-3987,41098,Bobby Green,Lance Gibson Jr,/fighters/bobby-green-1060,/fighters/lance-gibson-jr-13685,"('bobby green', 'lance gibson jr')",unmatched,0
ufc-vegas-112-3987,UFC Vegas 112,2025-12-14,https://www.bestfightodds.com/events/ufc-vegas-112-3987,41054,Amanda Lemos,Gillian Robertson,/fighters/amanda-lemos-7335,/fighters/gillian-robertson-7784,"('amanda lemos', 'gillian robertson')",unmatched,0
ufc-3525,UFC,2026-01-01,https://www.bestfightodds.com/events/ufc-3525,37961,Jon Jones,Tom Aspinall,/fighters/jon-jones-819,/fighters/tom-aspinall-8930,"('jon jones', 'tom aspinall')",unmatched,0
ufc-324-3973,UFC 324,2026-01-24,https://www.bestfightodds.com/events/ufc-324-3973,41200,Alexander Hernandez,Michael Johnson,/fighters/alexander-hernandez-7977,/fighters/michael-johnson-2219,"('alexander hernandez', 'michael johnson')",unmatched,0
ufc-3970,UFC,2026-01-25,https://www.bestfightodds.com/events/ufc-3970,38990,Amanda Nunes,Kayla Harrison,/fighters/amanda-nunes-2225,/fighters/kayla-harrison-8276,"('amanda nunes', 'kayla harrison')",unmatched,0
ufc-3971,UFC,2026-02-01,https://www.bestfightodds.com/events/ufc-3971,41455,Dom Mar Fan,Kim Sang Wook,/fighters/dom-mar-fan-19458,/fighters/kim-sang-wook-20916,"('dom mar fan', 'kim sang wook')",unmatched,0
ufc-bjj5-4050,UFC BJJ5,2026-02-13,https://www.bestfightodds.com/events/ufc-bjj5-4050,41685,Mikey Musumeci,Shay Montague,/fighters/mikey-musumeci-11707,/fighters/shay-montague-21039,"('mikey musumeci', 'shay montague')",unmatched,0
ufc-bjj5-4050,UFC BJJ5,2026-02-13,https://www.bestfightodds.com/events/ufc-bjj5-4050,41686,Ronaldo Junior,Tarik Hopstock,/fighters/ronaldo-junior-20659,/fighters/tarik-hopstock-12647,"('ronaldo jr', 'tarik hopstock')",unmatched,0
ufc-bjj5-4050,UFC BJJ5,2026-02-13,https://www.bestfightodds.com/events/ufc-bjj5-4050,41687,Andy Murasaki,Andy Varela,/fighters/andy-murasaki-20010,/fighters/andy-varela-13037,"('andy murasaki', 'andy varela')",unmatched,0
ufc-bjj5-4050,UFC BJJ5,2026-02-13,https://www.bestfightodds.com/events/ufc-bjj5-4050,41688,Landon Elmore,Rerisson Gabriel,/fighters/landon-elmore-20665,/fighters/rerisson-gabriel-21040,"('landon elmore', 'rerisson gabriel')",unmatched,0
ufc-bjj5-4050,UFC BJJ5,2026-02-13,https://www.bestfightodds.com/events/ufc-bjj5-4050,41689,Rebeca Lima,Taylor Hishaw,/fighters/rebeca-lima-21041,/fighters/taylor-hishaw-21042,"('rebeca lima', 'taylor hishaw')",unmatched,0
ufc-bjj5-4050,UFC BJJ5,2026-02-13,https://www.bestfightodds.com/events/ufc-bjj5-4050,41690,Carol Brunacio,Mona Bailey,/fighters/carol-brunacio-21043,/fighters/mona-bailey-21044,"('carol brunacio', 'mona bailey')",unmatched,0
ufc-bjj5-4050,UFC BJJ5,2026-02-13,https://www.bestfightodds.com/events/ufc-bjj5-4050,41691,Carlos Oliveira,Jalen Fonacier,/fighters/carlos-oliveira-21045,/fighters/jalen-fonacier-21046,"('carlos oliveira', 'jalen fonacier')",unmatched,0
ufc-bjj5-4050,UFC BJJ5,2026-02-13,https://www.bestfightodds.com/events/ufc-bjj5-4050,41692,Jonnatas Gracie,Lucas Yan,/fighters/jonnatas-gracie-12833,/fighters/lucas-yan-21047,"('jonnatas gracie', 'lucas yan')",unmatched,0
ufc-bjj5-4050,UFC BJJ5,2026-02-13,https://www.bestfightodds.com/events/ufc-bjj5-4050,41693,Nicholas Maglicic,Nicholas Meregali,/fighters/nicholas-maglicic-21048,/fighters/nicholas-meregali-14474,"('nicholas maglicic', 'nicholas meregali')",unmatched,0
ufc-3996,UFC,2026-02-22,https://www.bestfightodds.com/events/ufc-3996,41624,Carlos Leal Miranda,Chidi Njokuani,/fighters/carlos-leal-miranda-7744,/fighters/chidi-njokuani-2452,"('carlos leal miranda', 'chidi njokuani')",unmatched,0
ufc-mexico-4052,UFC Mexico,2026-03-01,https://www.bestfightodds.com/events/ufc-mexico-4052,41710,Bobby Green,Daniel Zellhuber,/fighters/bobby-green-1060,/fighters/daniel-zellhuber-9200,"('bobby green', 'daniel zellhuber')",unmatched,0
ufc-mexico-4052,UFC Mexico,2026-03-01,https://www.bestfightodds.com/events/ufc-mexico-4052,41715,Jose Medina,Ryan Gandra,/fighters/jose-medina-3601,/fighters/ryan-gandra-18813,"('jose medina', 'ryan gandra')",unmatched,0
ufc-326-4065,UFC 326,2026-03-07,https://www.bestfightodds.com/events/ufc-326-4065,41741,Jesus Aguilar,Sumudaerji Sumudaerji,/fighters/jesus-aguilar-14733,/fighters/sumudaerji-sumudaerji-8746,"('jesus aguilar', 'sumudaerji sumudaerji')",unmatched,0
ufc-4025,UFC,2026-03-08,https://www.bestfightodds.com/events/ufc-4025,41738,Cody Garbrandt,Long Xiao,/fighters/cody-garbrandt-5368,/fighters/long-xiao-12717,"('cody garbrandt', 'long xiao')",unmatched,0
ufc-bjj-6-4088,UFC BJJ 6,2026-03-13,https://www.bestfightodds.com/events/ufc-bjj-6-4088,42052,Mason Fowler,Pedro Machado,/fighters/mason-fowler-14457,/fighters/pedro-machado-21224,"('mason fowler', 'pedro machado')",unmatched,0
ufc-bjj-6-4088,UFC BJJ 6,2026-03-13,https://www.bestfightodds.com/events/ufc-bjj-6-4088,42053,Cassia Moura,Ffion Davies,/fighters/cassia-moura-20008,/fighters/ffion-davies-14421,"('cassia moura', 'ffion davies')",unmatched,0
ufc-bjj-6-4088,UFC BJJ 6,2026-03-13,https://www.bestfightodds.com/events/ufc-bjj-6-4088,42054,Elder Cruz,Nick Rodriguez,/fighters/elder-cruz-14464,/fighters/nick-rodriguez-13065,"('elder cruz', 'nick rodriguez')",unmatched,0
ufc-bjj-6-4088,UFC BJJ 6,2026-03-13,https://www.bestfightodds.com/events/ufc-bjj-6-4088,42055,Marcos Mendes,Meyram Maquine,/fighters/marcos-mendes-21225,/fighters/meyram-maquine-21226,"('marcos mendes', 'meyram maquine')",unmatched,0
ufc-bjj-6-4088,UFC BJJ 6,2026-03-13,https://www.bestfightodds.com/events/ufc-bjj-6-4088,42056,Ana Rodrigues,Jasmine Rocha,/fighters/ana-rodrigues-21227,/fighters/jasmine-rocha-21228,"('ana rodrigues', 'jasmine rocha')",unmatched,0
ufc-bjj-6-4088,UFC BJJ 6,2026-03-13,https://www.bestfightodds.com/events/ufc-bjj-6-4088,42057,Devhonte Johnson,Lucas Norat,/fighters/devhonte-johnson-14470,/fighters/lucas-norat-21229,"('devhonte johnson', 'lucas norat')",unmatched,0
ufc-bjj-6-4088,UFC BJJ 6,2026-03-13,https://www.bestfightodds.com/events/ufc-bjj-6-4088,42058,Joao Miyao,Jussier Formiga,/fighters/joao-miyao-21230,/fighters/jussier-formiga-4673,"('joao miyao', 'jussier formiga')",unmatched,0
ufc-bjj-6-4088,UFC BJJ 6,2026-03-13,https://www.bestfightodds.com/events/ufc-bjj-6-4088,42059,Caio Vinicius Santos,Manuel Ribimar,/fighters/caio-vinicius-santos-21231,/fighters/manuel-ribimar-21232,"('caio vinicius santos', 'manuel ribimar')",unmatched,0
ufc-london-4081,UFC London,2026-03-21,https://www.bestfightodds.com/events/ufc-london-4081,41999,Luana Carolina,Melissa Mullins,/fighters/luana-carolina-8992,/fighters/melissa-mullins-17402,"('luana carolina', 'melissa mullins')",unmatched,0
ufc-seattle-4095,UFC Seattle,2026-03-28,https://www.bestfightodds.com/events/ufc-seattle-4095,42121,Adrian Yanez,Ricky Simon,/fighters/adrian-yanez-4952,/fighters/ricky-simon-5780,"('adrian yanez', 'ricky simon')",unmatched,0
ufc-bjj-7-4123,UFC BJJ 7,2026-04-03,https://www.bestfightodds.com/events/ufc-bjj-7-4123,42685,Andrew Tackett,Vagner Rocha,/fighters/andrew-tackett-20657,/fighters/vagner-rocha-1087,"('andrew tackett', 'vagner rocha')",unmatched,0
ufc-bjj-7-4123,UFC BJJ 7,2026-04-03,https://www.bestfightodds.com/events/ufc-bjj-7-4123,42686,Carlos Henrique,Lucas Valente,/fighters/carlos-henrique-20004,/fighters/lucas-valente-21735,"('carlos henrique', 'lucas valente')",unmatched,0
ufc-bjj-7-4123,UFC BJJ 7,2026-04-03,https://www.bestfightodds.com/events/ufc-bjj-7-4123,42687,Aurelie Le Vern,Rebeca Lima,/fighters/aurelie-le-vern-20660,/fighters/rebeca-lima-21041,"('aurelie le vern', 'rebeca lima')",unmatched,0
ufc-bjj-7-4123,UFC BJJ 7,2026-04-03,https://www.bestfightodds.com/events/ufc-bjj-7-4123,42689,Renato Canuto,Yonathan Cardenas,/fighters/renato-canuto-12835,/fighters/yonathan-cardenas-21737,"('renato canuto', 'yonathan cardenas')",unmatched,0
ufc-bjj-7-4123,UFC BJJ 7,2026-04-03,https://www.bestfightodds.com/events/ufc-bjj-7-4123,42690,Adele Fornarino,Alex Enriquez,/fighters/adele-fornarino-14420,/fighters/alex-enriquez-21738,"('adele fornarino', 'alex enriquez')",unmatched,0
