source_event_id,event_name,event_date_iso,event_url,source_matchup_id,fighter_1_name,fighter_2_name,fighter_1_url,fighter_2_url,pair_key,reason,candidate_count
road-to-ufc-4332,Road to UFC,2026-08-28,https://www.bestfightodds.com/events/road-to-ufc-4332,44632,Kasib Murdoch,Rabindra Dhant,/fighters/kasib-murdoch-22147,/fighters/rabindra-dhant-19336,"('kasib murdoch', 'rabindra dhant')",unmatched,0
road-to-ufc-4332,Road to UFC,2026-08-28,https://www.bestfightodds.com/events/road-to-ufc-4332,44658,Bo Meng,Machi Fukuda,/fighters/bo-meng-14862,/fighters/machi-fukuda-16555,"('bo meng', 'machi fukuda')",unmatched,0
road-to-ufc-4332,Road to UFC,2026-08-28,https://www.bestfightodds.com/events/road-to-ufc-4332,44637,Machi Fukuda,Meng Bo,/fighters/machi-fukuda-16555,/fighters/meng-bo-9122,"('machi fukuda', 'meng bo')",unmatched,0
road-to-ufc-4332,Road to UFC,2026-08-28,https://www.bestfightodds.com/events/road-to-ufc-4332,44635,Joseph Larcinese,Takaya Suzuki,/fighters/joseph-larcinese-22153,/fighters/takaya-suzuki-20874,"('joseph larcinese', 'takaya suzuki')",unmatched,0
road-to-ufc-4332,Road to UFC,2026-08-28,https://www.bestfightodds.com/events/road-to-ufc-4332,44631,Dagiisuren Chagnaadorj,Young Jae Song,/fighters/dagiisuren-chagnaadorj-22143,/fighters/young-jae-song-17655,"('dagiisuren chagnaadorj', 'young jae song')",unmatched,0
road-to-ufc-4332,Road to UFC,2026-08-28,https://www.bestfightodds.com/events/road-to-ufc-4332,44633,Chungreng Koren,Ryo Tajima,/fighters/chungreng-koren-22160,/fighters/ryo-tajima-22146,"('chungreng koren', 'ryo tajima')",unmatched,0
road-to-ufc-4332,Road to UFC,2026-08-28,https://www.bestfightodds.com/events/road-to-ufc-4332,44636,Bo Hyun Park,Farida Abdueva,/fighters/bo-hyun-park-22150,/fighters/farida-abdueva-16673,"('bo hyun park', 'farida abdueva')",unmatched,0
ufc-shanghai-4257,UFC Shanghai,2026-08-29,https://www.bestfightodds.com/events/ufc-shanghai-4257,43928,Song Yadong,Umar Nurmagomedov,/fighters/song-yadong-9482,/fighters/umar-nurmagomedov-9365,"('song yadong', 'umar nurmagomedov')",unmatched,0
ufc-shanghai-4257,UFC Shanghai,2026-08-29,https://www.bestfightodds.com/events/ufc-shanghai-4257,44573,Denise Gomes,Yan Xiaonan,/fighters/denise-gomes-13433,/fighters/yan-xiaonan-9553,"('denise gomes', 'yan xiaonan')",unmatched,0
ufc-shanghai-4257,UFC Shanghai,2026-08-29,https://www.bestfightodds.com/events/ufc-shanghai-4257,44574,Aoriqileng,Kai Asakura,/fighters/aoriqileng-16506,/fighters/kai-asakura-7765,"('aoriqileng', 'kai asakura')",unmatched,0
ufc-shanghai-4257,UFC Shanghai,2026-08-29,https://www.bestfightodds.com/events/ufc-shanghai-4257,44586,Alex Perez,Sumudaerji Sumudaerji,/fighters/alex-perez-2459,/fighters/sumudaerji-sumudaerji-8746,"('alex perez', 'sumudaerji sumudaerji')",unmatched,0
ufc-shanghai-4257,UFC Shanghai,2026-08-29,https://www.bestfightodds.com/events/ufc-shanghai-4257,44587,Levi Rodrigues Jr,Liu Ce,/fighters/levi-rodrigues-jr-22672,/fighters/liu-ce-17339,"('levi rodrigues jr', 'liu ce')",unmatched,0
ufc-shanghai-4257,UFC Shanghai,2026-08-29,https://www.bestfightodds.com/events/ufc-shanghai-4257,44608,Ce Liu,Levi Rodrigues,/fighters/ce-liu-16916,/fighters/levi-rodrigues-14715,"('ce liu', 'levi rodrigues')",unmatched,0
ufc-shanghai-4257,UFC Shanghai,2026-08-29,https://www.bestfightodds.com/events/ufc-shanghai-4257,44590,Bilal Hasan,Nilson Rojas,/fighters/bilal-hasan-14937,/fighters/nilson-rojas-22673,"('bilal hasan', 'nilson rojas')",unmatched,0
ufc-shanghai-4257,UFC Shanghai,2026-08-29,https://www.bestfightodds.com/events/ufc-shanghai-4257,44588,Andre Lima,Namsrai Batbayar,/fighters/andre-lima-16132,/fighters/namsrai-batbayar-19438,"('andre lima', 'namsrai batbayar')",unmatched,0
ufc-shanghai-4257,UFC Shanghai,2026-08-29,https://www.bestfightodds.com/events/ufc-shanghai-4257,44579,Kevin Borjas,Rei Tsuruya,/fighters/kevin-borjas-9841,/fighters/rei-tsuruya-15872,"('kevin borjas', 'rei tsuruya')",unmatched,0
ufc-shanghai-4257,UFC Shanghai,2026-08-29,https://www.bestfightodds.com/events/ufc-shanghai-4257,44575,Jack Jenkins,Sean Woodson,/fighters/jack-jenkins-8037,/fighters/sean-woodson-9342,"('jack jenkins', 'sean woodson')",unmatched,0
ufc-shanghai-4257,UFC Shanghai,2026-08-29,https://www.bestfightodds.com/events/ufc-shanghai-4257,44589,Francesco Nuzzi,Xiao Long,/fighters/francesco-nuzzi-10999,/fighters/xiao-long-14613,"('francesco nuzzi', 'xiao long')",unmatched,0
ufc-shanghai-4257,UFC Shanghai,2026-08-29,https://www.bestfightodds.com/events/ufc-shanghai-4257,44592,Hector Santiago,Lawrence Lui,/fighters/hector-santiago-18289,/fighters/lawrence-lui-19456,"('hector santiago', 'lawrence lui')",unmatched,0
ufc-shanghai-4257,UFC Shanghai,2026-08-29,https://www.bestfightodds.com/events/ufc-shanghai-4257,44609,Jingnan Xiong,Julia Polastri,/fighters/jingnan-xiong-7891,/fighters/julia-polastri-12394,"('jingnan xiong', 'julia polastri')",unmatched,0
ufc-shanghai-4257,UFC Shanghai,2026-08-29,https://www.bestfightodds.com/events/ufc-shanghai-4257,44580,Julia Polastri,Xiong Jingnan,/fighters/julia-polastri-12394,/fighters/xiong-jingnan-7759,"('julia polastri', 'xiong jingnan')",unmatched,0
ufc-shanghai-4257,UFC Shanghai,2026-08-29,https://www.bestfightodds.com/events/ufc-shanghai-4257,44591,Cameron Nelson,Ding Meng,/fighters/cameron-nelson-22674,/fighters/ding-meng-22070,"('cameron nelson', 'ding meng')",unmatched,0
